"松山機場","2021-01",103230,103767
"中山國中","2021-01",391680,388762
"南京復興","2021-01",1056107,1124358
"忠孝復興","2021-01",1272765,1267892
"大安","2021-01",674297,681445
"科技大樓","2021-01",401719,390142
"六張犁","2021-01",324620,319446
"麟光","2021-01",125989,117877
"辛亥","2021-01",95042,87920
"萬芳醫院","2021-01",337818,359064
"萬芳社區","2021-01",72630,58787
"木柵","2021-01",119286,122589
"動物園","2021-01",175558,175780
"大直","2021-01",249282,250134
"劍南路","2021-01",332363,332202
"西湖","2021-01",415606,427458
"港墘","2021-01",433826,425446
"文德","2021-01",156415,152238
"內湖","2021-01",282898,277571
"大湖公園","2021-01",107445,104321
"葫洲","2021-01",224072,225153
"東湖","2021-01",233060,237099
"南港軟體園區","2021-01",165277,156180
"南港展覽館","2021-01",797488,749228
"小碧潭","2021-01",106227,109188
"新店","2021-01",388101,341132
"新店區公所","2021-01",339526,358479
"七張","2021-01",472085,471961
"大坪林","2021-01",673901,654521
"景美","2021-01",480225,483924
"萬隆","2021-01",301261,290924
"公館","2021-01",804610,785182
"台電大樓","2021-01",508798,504345
"古亭","2021-01",936012,930266
"中正紀念堂","2021-01",694539,681821
"小南門","2021-01",251967,254805
"頂溪","2021-01",1017713,1051075
"永安市場","2021-01",736023,743526
"景安","2021-01",747219,731184
"南勢角","2021-01",597195,572828
"台大醫院","2021-01",569397,591457
"台北車站","2021-01",3776444,3703182
"中山","2021-01",1258630,1285767
"雙連","2021-01",555365,609351
"民權西路","2021-01",652732,636620
"圓山","2021-01",744413,764712
"劍潭","2021-01",747186,732728
"士林","2021-01",770187,759485
"芝山","2021-01",664845,663634
"明德","2021-01",348835,337960
"石牌","2021-01",825067,850085
"唭哩岸","2021-01",210673,198327
"奇岩","2021-01",253875,221663
"北投","2021-01",519292,546219
"新北投","2021-01",184730,177567
"復興崗","2021-01",109444,109060
"忠義","2021-01",85407,88784
"關渡","2021-01",344043,351113
"竹圍","2021-01",260627,273133
"紅樹林","2021-01",316295,353031
"淡水","2021-01",963175,873734
"頂埔","2021-01",261314,245473
"永寧","2021-01",353685,368003
"土城","2021-01",221055,219005
"海山","2021-01",620174,626176
"亞東醫院","2021-01",673743,614933
"府中","2021-01",897615,796348
"BL板橋","2021-01",1045512,1138525
"新埔","2021-01",1119560,1092186
"江子翠","2021-01",734159,754651
